x,y,intensidad,temperatura_real_C
412.0,87.9,0.5322,29.85
416.0,87.9,0.5649,29.84
420.0,87.9,0.5992,29.83
424.0,87.9,0.6348,29.82
428.0,87.9,0.6719,29.81
432.0,87.9,0.7103,29.8
436.0,87.9,0.7499,29.79
440.0,87.9,0.7906,29.78
444.0,87.9,0.8322,29.77
448.0,87.9,0.8746,29.75
452.0,87.9,0.9176,29.74
456.0,87.9,0.9609,29.73
460.0,87.9,1.0044,29.72
464.0,87.9,1.0476,29.71
468.0,87.9,1.0903,29.69
472.0,87.9,1.1322,29.68
476.0,87.9,1.1729,29.67
480.0,87.9,1.2121,29.66
484.0,87.9,1.2493,29.65
488.0,87.9,1.2842,29.64
492.0,87.9,1.3164,29.63
496.0,87.9,1.3456,29.62
500.0,87.9,1.3714,29.61
504.0,87.9,1.3935,29.61
508.0,87.9,1.4116,29.6
512.0,87.9,1.4255,29.6
516.0,87.9,1.4349,29.6
520.0,87.9,1.4399,29.59
524.0,87.9,1.4402,29.59
528.0,87.9,1.4359,29.6
532.0,87.9,1.427,29.6
536.0,87.9,1.4136,29.6
540.0,87.9,1.3959,29.61
544.0,87.9,1.3741,29.61
548.0,87.9,1.3484,29.62
552.0,87.9,1.3192,29.63
556.0,87.9,1.2868,29.64
560.0,87.9,1.2515,29.65
564.0,87.9,1.2137,29.66
568.0,87.9,1.1737,29.67
572.0,87.9,1.1321,29.68
576.0,87.9,1.0891,29.69
580.0,87.9,1.045,29.71
584.0,87.9,1.0004,29.72
588.0,87.9,0.9554,29.73
592.0,87.9,0.9104,29.74
596.0,87.9,0.8656,29.76
600.0,87.9,0.8214,29.77
604.0,87.9,0.7778,29.78
608.0,87.9,0.7352,29.79
612.0,87.9,0.6937,29.8
616.0,87.9,0.6534,29.82
620.0,87.9,0.6144,29.83
624.0,87.9,0.5769,29.84
628.0,87.9,0.5408,29.85
632.0,87.9,0.5063,29.86
636.0,87.9,0.4733,29.87
640.0,87.9,0.4419,29.88
644.0,87.9,0.4121,29.88
648.0,87.9,0.3838,29.89
652.0,87.9,0.3571,29.9
656.0,87.9,0.3319,29.91
660.0,87.9,0.3082,29.91
664.0,87.9,0.2858,29.92
668.0,87.9,0.2649,29.93
672.0,87.9,0.2453,29.93
676.0,87.9,0.2269,29.94
680.0,87.9,0.2098,29.94
684.0,87.9,0.1938,29.95
688.0,87.9,0.1789,29.95
692.0,87.9,0.165,29.95
696.0,87.9,0.1521,29.96
700.0,87.9,0.1401,29.96
704.0,87.9,0.129,29.96
708.0,87.9,0.1187,29.97
712.0,87.9,0.1092,29.97
716.0,87.9,0.1003,29.97
720.0,87.9,0.0922,29.97
724.0,87.9,0.0847,29.98
728.0,87.9,0.0777,29.98
732.0,87.9,0.0713,29.98
736.0,87.9,0.0654,29.98
740.0,87.9,0.0599,29.98
744.0,87.9,0.0549,29.98
748.0,87.9,0.0503,29.99
752.0,87.9,0.0461,29.99
756.0,87.9,0.0422,29.99
760.0,87.9,0.0386,29.99
764.0,87.9,0.0353,29.99
768.0,87.9,0.0323,29.99
772.0,87.9,0.0295,29.99
776.0,87.9,0.027,29.99
780.0,87.9,0.0247,29.99
784.0,87.9,0.0225,29.99
788.0,87.9,0.0206,29.99
792.0,87.9,0.0188,29.99
796.0,87.9,0.0171,30.0
0.0,90.9,0.0004,30.0
4.0,90.9,0.0004,30.0
8.0,90.9,0.0004,30.0
12.0,90.9,0.0005,30.0
16.0,90.9,0.0005,30.0
20.0,90.9,0.0006,30.0
24.0,90.9,0.0006,30.0
28.0,90.9,0.0007,30.0
32.0,90.9,0.0007,30.0
36.0,90.9,0.0008,30.0
40.0,90.9,0.0009,30.0
44.0,90.9,0.0009,30.0
48.0,90.9,0.001,30.0
52.0,90.9,0.0011,30.0
56.0,90.9,0.0012,30.0
60.0,90.9,0.0013,30.0
64.0,90.9,0.0014,30.0
68.0,90.9,0.0016,30.0
72.0,90.9,0.0017,30.0
76.0,90.9,0.0018,30.0
80.0,90.9,0.002,30.0
84.0,90.9,0.0021,30.0
88.0,90.9,0.0023,30.0
92.0,90.9,0.0025,30.0
96.0,90.9,0.0027,30.0
100.0,90.9,0.0029,30.0
104.0,90.9,0.0032,30.0
108.0,90.9,0.0034,30.0
112.0,90.9,0.0037,30.0
116.0,90.9,0.004,30.0
120.0,90.9,0.0043,30.0
124.0,90.9,0.0047,30.0
128.0,90.9,0.005,30.0
132.0,90.9,0.0054,30.0
136.0,90.9,0.0059,30.0
140.0,90.9,0.0063,30.0
144.0,90.9,0.0068,30.0
148.0,90.9,0.0073,30.0
152.0,90.9,0.0079,30.0
156.0,90.9,0.0085,30.0
160.0,90.9,0.0091,30.0
164.0,90.9,0.0098,30.0
168.0,90.9,0.0106,30.0
172.0,90.9,0.0113,30.0
176.0,90.9,0.0122,30.0
180.0,90.9,0.0131,30.0
184.0,90.9,0.014,30.0
188.0,90.9,0.0151,30.0
192.0,90.9,0.0162,30.0
196.0,90.9,0.0173,30.0
200.0,90.9,0.0186,29.99
204.0,90.9,0.0199,29.99
208.0,90.9,0.0213,29.99
212.0,90.9,0.0228,29.99
216.0,90.9,0.0244,29.99
220.0,90.9,0.0261,29.99
224.0,90.9,0.0279,29.99
228.0,90.9,0.0298,29.99
232.0,90.9,0.0319,29.99
236.0,90.9,0.034,29.99
240.0,90.9,0.0364,29.99
244.0,90.9,0.0388,29.99
248.0,90.9,0.0414,29.99
252.0,90.9,0.0442,29.99
256.0,90.9,0.0472,29.99
260.0,90.9,0.0503,29.99
264.0,90.9,0.0537,29.98
268.0,90.9,0.0572,29.98
272.0,90.9,0.061,29.98
276.0,90.9,0.065,29.98
280.0,90.9,0.0693,29.98
284.0,90.9,0.0739,29.98
288.0,90.9,0.0787,29.98
292.0,90.9,0.0839,29.98
296.0,90.9,0.0894,29.97
300.0,90.9,0.0953,29.97
304.0,90.9,0.1015,29.97
308.0,90.9,0.1082,29.97
312.0,90.9,0.1153,29.97
316.0,90.9,0.1229,29.97
320.0,90.9,0.131,29.96
324.0,90.9,0.1397,29.96
328.0,90.9,0.149,29.96
332.0,90.9,0.1588,29.96
336.0,90.9,0.1694,29.95
340.0,90.9,0.1807,29.95
344.0,90.9,0.1928,29.95
348.0,90.9,0.2057,29.94
352.0,90.9,0.2195,29.94
356.0,90.9,0.2342,29.93
360.0,90.9,0.25,29.93
364.0,90.9,0.2668,29.92
368.0,90.9,0.2847,29.92
372.0,90.9,0.3038,29.91
376.0,90.9,0.3242,29.91
380.0,90.9,0.3459,29.9
384.0,90.9,0.369,29.9
388.0,90.9,0.3936,29.89
392.0,90.9,0.4196,29.88
396.0,90.9,0.4472,29.87
400.0,90.9,0.4764,29.87
404.0,90.9,0.5073,29.86
408.0,90.9,0.5398,29.85
412.0,90.9,0.574,29.84
416.0,90.9,0.6099,29.83
420.0,90.9,0.6475,29.82
424.0,90.9,0.6868,29.81
428.0,90.9,0.7276,29.8
432.0,90.9,0.77,29.78
436.0,90.9,0.8138,29.77
440.0,90.9,0.859,29.76
444.0,90.9,0.9052,29.75
448.0,90.9,0.9525,29.73
452.0,90.9,1.0004,29.72
456.0,90.9,1.0489,29.7
460.0,90.9,1.0975,29.69
464.0,90.9,1.1461,29.68
468.0,90.9,1.1942,29.66
472.0,90.9,1.2414,29.65
476.0,90.9,1.2873,29.64
480.0,90.9,1.3316,29.63
484.0,90.9,1.3738,29.61
488.0,90.9,1.4134,29.6
492.0,90.9,1.45,29.59
496.0,90.9,1.4832,29.58
500.0,90.9,1.5126,29.57
504.0,90.9,1.5379,29.57
508.0,90.9,1.5585,29.56
512.0,90.9,1.5744,29.56
516.0,90.9,1.5853,29.55
520.0,90.9,1.591,29.55
524.0,90.9,1.5914,29.55
528.0,90.9,1.5865,29.55
532.0,90.9,1.5764,29.56
536.0,90.9,1.5611,29.56
540.0,90.9,1.541,29.57
544.0,90.9,1.5161,29.57
548.0,90.9,1.4869,29.58
552.0,90.9,1.4537,29.59
556.0,90.9,1.4169,29.6
560.0,90.9,1.3768,29.61
564.0,90.9,1.334,29.62
568.0,90.9,1.2888,29.64
572.0,90.9,1.2418,29.65
576.0,90.9,1.1933,29.66
580.0,90.9,1.1437,29.68
584.0,90.9,1.0936,29.69
588.0,90.9,1.0431,29.71
592.0,90.9,0.9927,29.72
596.0,90.9,0.9427,29.73
600.0,90.9,0.8934,29.75
604.0,90.9,0.845,29.76
608.0,90.9,0.7977,29.78
612.0,90.9,0.7517,29.79
616.0,90.9,0.7071,29.8
620.0,90.9,0.6641,29.81
624.0,90.9,0.6227,29.82
628.0,90.9,0.583,29.84
632.0,90.9,0.5451,29.85
636.0,90.9,0.509,29.86
640.0,90.9,0.4747,29.87
644.0,90.9,0.4421,29.88
648.0,90.9,0.4113,29.88
652.0,90.9,0.3823,29.89
656.0,90.9,0.3549,29.9
660.0,90.9,0.3291,29.91
664.0,90.9,0.305,29.91
668.0,90.9,0.2823,29.92
672.0,90.9,0.2611,29.93
676.0,90.9,0.2414,29.93
680.0,90.9,0.2229,29.94
684.0,90.9,0.2057,29.94
688.0,90.9,0.1897,29.95
692.0,90.9,0.1748,29.95
696.0,90.9,0.161,29.95
700.0,90.9,0.1482,29.96
704.0,90.9,0.1363,29.96
708.0,90.9,0.1253,29.96
712.0,90.9,0.1152,29.97
716.0,90.9,0.1058,29.97
720.0,90.9,0.0971,29.97
724.0,90.9,0.0891,29.97
728.0,90.9,0.0817,29.98
732.0,90.9,0.0749,29.98
736.0,90.9,0.0687,29.98
740.0,90.9,0.0629,29.98
744.0,90.9,0.0576,29.98
748.0,90.9,0.0527,29.99
752.0,90.9,0.0483,29.99
756.0,90.9,0.0441,29.99
760.0,90.9,0.0404,29.99
764.0,90.9,0.0369,29.99
768.0,90.9,0.0337,29.99
772.0,90.9,0.0308,29.99
776.0,90.9,0.0282,29.99
780.0,90.9,0.0257,29.99
784.0,90.9,0.0235,29.99
788.0,90.9,0.0214,29.99
792.0,90.9,0.0196,29.99
796.0,90.9,0.0178,29.99
0.0,93.9,0.0004,30.0
4.0,93.9,0.0004,30.0
8.0,93.9,0.0005,30.0
12.0,93.9,0.0005,30.0
16.0,93.9,0.0006,30.0
20.0,93.9,0.0006,30.0
24.0,93.9,0.0007,30.0
28.0,93.9,0.0007,30.0
32.0,93.9,0.0008,30.0
36.0,93.9,0.0008,30.0
40.0,93.9,0.0009,30.0
44.0,93.9,0.001,30.0
48.0,93.9,0.0011,30.0
52.0,93.9,0.0012,30.0
56.0,93.9,0.0013,30.0
60.0,93.9,0.0014,30.0
64.0,93.9,0.0015,30.0
68.0,93.9,0.0016,30.0
72.0,93.9,0.0018,30.0
76.0,93.9,0.0019,30.0
80.0,93.9,0.0021,30.0
84.0,93.9,0.0023,30.0
88.0,93.9,0.0025,30.0
92.0,93.9,0.0027,30.0
96.0,93.9,0.0029,30.0
100.0,93.9,0.0031,30.0
104.0,93.9,0.0034,30.0
108.0,93.9,0.0036,30.0
112.0,93.9,0.0039,30.0
116.0,93.9,0.0043,30.0
120.0,93.9,0.0046,30.0
124.0,93.9,0.005,30.0
128.0,93.9,0.0054,30.0
132.0,93.9,0.0058,30.0
136.0,93.9,0.0062,30.0
140.0,93.9,0.0067,30.0
144.0,93.9,0.0072,30.0
148.0,93.9,0.0078,30.0
152.0,93.9,0.0084,30.0
156.0,93.9,0.0091,30.0
160.0,93.9,0.0097,30.0
164.0,93.9,0.0105,30.0
168.0,93.9,0.0113,30.0
172.0,93.9,0.0121,30.0
176.0,93.9,0.013,30.0
180.0,93.9,0.014,30.0
184.0,93.9,0.015,30.0
188.0,93.9,0.0161,30.0
192.0,93.9,0.0173,30.0
196.0,93.9,0.0185,29.99
200.0,93.9,0.0199,29.99
204.0,93.9,0.0213,29.99
208.0,93.9,0.0228,29.99
212.0,93.9,0.0244,29.99
216.0,93.9,0.0261,29.99
220.0,93.9,0.0279,29.99
224.0,93.9,0.0299,29.99
228.0,93.9,0.0319,29.99
232.0,93.9,0.0341,29.99
236.0,93.9,0.0365,29.99
240.0,93.9,0.0389,29.99
244.0,93.9,0.0416,29.99
248.0,93.9,0.0444,29.99
252.0,93.9,0.0474,29.99
256.0,93.9,0.0505,29.99
260.0,93.9,0.0539,29.98
264.0,93.9,0.0575,29.98
268.0,93.9,0.0613,29.98
272.0,93.9,0.0653,29.98
276.0,93.9,0.0696,29.98
280.0,93.9,0.0742,29.98
284.0,93.9,0.0791,29.98
288.0,93.9,0.0842,29.98
292.0,93.9,0.0898,29.97
296.0,93.9,0.0956,29.97
300.0,93.9,0.1019,29.97
304.0,93.9,0.1086,29.97
308.0,93.9,0.1157,29.97
312.0,93.9,0.1233,29.97
316.0,93.9,0.1314,29.96
320.0,93.9,0.1401,29.96
324.0,93.9,0.1493,29.96
328.0,93.9,0.1592,29.96
332.0,93.9,0.1698,29.95
336.0,93.9,0.1811,29.95
340.0,93.9,0.1932,29.95
344.0,93.9,0.2061,29.94
348.0,93.9,0.2199,29.94
352.0,93.9,0.2347,29.93
356.0,93.9,0.2504,29.93
360.0,93.9,0.2673,29.92
364.0,93.9,0.2854,29.92
368.0,93.9,0.3047,29.91
372.0,93.9,0.3252,29.91
376.0,93.9,0.3472,29.9
380.0,93.9,0.3706,29.9
384.0,93.9,0.3956,29.89
388.0,93.9,0.4221,29.88
392.0,93.9,0.4504,29.87
396.0,93.9,0.4803,29.86
400.0,93.9,0.5121,29.86
404.0,93.9,0.5457,29.85
408.0,93.9,0.5811,29.84
412.0,93.9,0.6185,29.83
416.0,93.9,0.6578,29.81
420.0,93.9,0.6991,29.8
424.0,93.9,0.7422,29.79
428.0,93.9,0.7872,29.78
432.0,93.9,0.834,29.77
436.0,93.9,0.8825,29.75
440.0,93.9,0.9325,29.74
444.0,93.9,0.9838,29.72
448.0,93.9,1.0364,29.71
452.0,93.9,1.0899,29.69
456.0,93.9,1.1441,29.68
460.0,93.9,1.1986,29.66
464.0,93.9,1.2531,29.65
468.0,93.9,1.3072,29.63
472.0,93.9,1.3604,29.62
476.0,93.9,1.4123,29.6
480.0,93.9,1.4624,29.59
484.0,93.9,1.5102,29.58
488.0,93.9,1.5552,29.56
492.0,93.9,1.5969,29.55
496.0,93.9,1.6347,29.54
500.0,93.9,1.6682,29.53
504.0,93.9,1.697,29.52
508.0,93.9,1.7207,29.52
512.0,93.9,1.7389,29.51
516.0,93.9,1.7514,29.51
520.0,93.9,1.7579,29.51
524.0,93.9,1.7584,29.51
528.0,93.9,1.7529,29.51
532.0,93.9,1.7414,29.51
536.0,93.9,1.724,29.51
540.0,93.9,1.701,29.52
544.0,93.9,1.6727,29.53
548.0,93.9,1.6394,29.54
552.0,93.9,1.6016,29.55
556.0,93.9,1.5597,29.56
560.0,93.9,1.5142,29.57
564.0,93.9,1.4657,29.59
568.0,93.9,1.4146,29.6
572.0,93.9,1.3614,29.62
576.0,93.9,1.3068,29.63
580.0,93.9,1.251,29.65
584.0,93.9,1.1946,29.66
588.0,93.9,1.1381,29.68
592.0,93.9,1.0817,29.7
596.0,93.9,1.0259,29.71
600.0,93.9,0.971,29.73
604.0,93.9,0.9171,29.74
608.0,93.9,0.8646,29.76
612.0,93.9,0.8137,29.77
616.0,93.9,0.7644,29.78
620.0,93.9,0.717,29.8
624.0,93.9,0.6714,29.81
628.0,93.9,0.6279,29.82
632.0,93.9,0.5863,29.84
636.0,93.9,0.5468,29.85
640.0,93.9,0.5093,29.86
644.0,93.9,0.4738,29.87
648.0,93.9,0.4403,29.88
652.0,93.9,0.4087,29.89
656.0,93.9,0.379,29.89
660.0,93.9,0.3511,29.9
664.0,93.9,0.325,29.91
668.0,93.9,0.3005,29.92
672.0,93.9,0.2777,29.92
676.0,93.9,0.2564,29.93
680.0,93.9,0.2365,29.93
684.0,93.9,0.2181,29.94
688.0,93.9,0.2009,29.94
692.0,93.9,0.185,29.95
696.0,93.9,0.1702,29.95
700.0,93.9,0.1565,29.96
704.0,93.9,0.1439,29.96
708.0,93.9,0.1322,29.96
712.0,93.9,0.1214,29.97
716.0,93.9,0.1114,29.97
720.0,93.9,0.1022,29.97
724.0,93.9,0.0937,29.97
728.0,93.9,0.0859,29.98
732.0,93.9,0.0787,29.98
736.0,93.9,0.072,29.98
740.0,93.9,0.0659,29.98
744.0,93.9,0.0603,29.98
748.0,93.9,0.0552,29.98
752.0,93.9,0.0505,29.99
756.0,93.9,0.0462,29.99
760.0,93.9,0.0422,29.99
764.0,93.9,0.0385,29.99
768.0,93.9,0.0352,29.99
772.0,93.9,0.0322,29.99
776.0,93.9,0.0294,29.99
780.0,93.9,0.0268,29.99
784.0,93.9,0.0245,29.99
788.0,93.9,0.0223,29.99
792.0,93.9,0.0204,29.99
796.0,93.9,0.0186,29.99
0.0,97.0,0.0004,30.0
4.0,97.0,0.0005,30.0
8.0,97.0,0.0005,30.0
12.0,97.0,0.0005,30.0
16.0,97.0,0.0006,30.0
20.0,97.0,0.0006,30.0
24.0,97.0,0.0007,30.0
28.0,97.0,0.0008,30.0
32.0,97.0,0.0008,30.0
36.0,97.0,0.0009,30.0
40.0,97.0,0.001,30.0
44.0,97.0,0.0011,30.0
48.0,97.0,0.0012,30.0
52.0,97.0,0.0012,30.0
56.0,97.0,0.0014,30.0
60.0,97.0,0.0015,30.0
64.0,97.0,0.0016,30.0
68.0,97.0,0.0017,30.0
72.0,97.0,0.0019,30.0
76.0,97.0,0.002,30.0
80.0,97.0,0.0022,30.0
84.0,97.0,0.0024,30.0
88.0,97.0,0.0026,30.0
92.0,97.0,0.0028,30.0
96.0,97.0,0.0031,30.0
100.0,97.0,0.0033,30.0
104.0,97.0,0.0036,30.0
108.0,97.0,0.0039,30.0
112.0,97.0,0.0042,30.0
116.0,97.0,0.0045,30.0
120.0,97.0,0.0049,30.0
124.0,97.0,0.0053,30.0
128.0,97.0,0.0057,30.0
132.0,97.0,0.0061,30.0
136.0,97.0,0.0066,30.0
140.0,97.0,0.0072,30.0
144.0,97.0,0.0077,30.0
148.0,97.0,0.0083,30.0
152.0,97.0,0.009,30.0
156.0,97.0,0.0096,30.0
160.0,97.0,0.0104,30.0
164.0,97.0,0.0112,30.0
168.0,97.0,0.012,30.0
172.0,97.0,0.0129,30.0
176.0,97.0,0.0139,30.0
180.0,97.0,0.0149,30.0
184.0,97.0,0.016,30.0
188.0,97.0,0.0172,30.0
192.0,97.0,0.0185,29.99
196.0,97.0,0.0198,29.99
200.0,97.0,0.0212,29.99
204.0,97.0,0.0228,29.99
208.0,97.0,0.0244,29.99
212.0,97.0,0.0261,29.99
216.0,97.0,0.0279,29.99
220.0,97.0,0.0299,29.99
224.0,97.0,0.032,29.99
228.0,97.0,0.0342,29.99
232.0,97.0,0.0365,29.99
236.0,97.0,0.039,29.99
240.0,97.0,0.0417,29.99
244.0,97.0,0.0445,29.99
248.0,97.0,0.0475,29.99
252.0,97.0,0.0507,29.99
256.0,97.0,0.0541,29.98
260.0,97.0,0.0577,29.98
264.0,97.0,0.0615,29.98
268.0,97.0,0.0656,29.98
272.0,97.0,0.0699,29.98
276.0,97.0,0.0745,29.98
280.0,97.0,0.0794,29.98
284.0,97.0,0.0846,29.98
288.0,97.0,0.0901,29.97
292.0,97.0,0.096,29.97
296.0,97.0,0.1023,29.97
300.0,97.0,0.109,29.97
304.0,97.0,0.1161,29.97
308.0,97.0,0.1237,29.97
312.0,97.0,0.1318,29.96
316.0,97.0,0.1405,29.96
320.0,97.0,0.1497,29.96
324.0,97.0,0.1596,29.96
328.0,97.0,0.1701,29.95
332.0,97.0,0.1814,29.95
336.0,97.0,0.1935,29.95
340.0,97.0,0.2063,29.94
344.0,97.0,0.2201,29.94
348.0,97.0,0.2349,29.93
352.0,97.0,0.2507,29.93
356.0,97.0,0.2676,29.92
360.0,97.0,0.2857,29.92
364.0,97.0,0.3051,29.91
368.0,97.0,0.3257,29.91
372.0,97.0,0.3479,29.9
376.0,97.0,0.3715,29.9
380.0,97.0,0.3967,29.89
384.0,97.0,0.4237,29.88
388.0,97.0,0.4523,29.87
392.0,97.0,0.4829,29.86
396.0,97.0,0.5153,29.85
400.0,97.0,0.5498,29.85
404.0,97.0,0.5863,29.84
408.0,97.0,0.625,29.82
412.0,97.0,0.6658,29.81
416.0,97.0,0.7088,29.8
420.0,97.0,0.754,29.79
424.0,97.0,0.8013,29.77
428.0,97.0,0.8508,29.76
432.0,97.0,0.9024,29.75
436.0,97.0,0.9559,29.73
440.0,97.0,1.0113,29.72
444.0,97.0,1.0684,29.7
448.0,97.0,1.1268,29.68
452.0,97.0,1.1865,29.67
456.0,97.0,1.247,29.65
460.0,97.0,1.308,29.63
464.0,97.0,1.3692,29.61
468.0,97.0,1.43,29.6
472.0,97.0,1.49,29.58
476.0,97.0,1.5486,29.56
480.0,97.0,1.6054,29.55
484.0,97.0,1.6596,29.53
488.0,97.0,1.7107,29.52
492.0,97.0,1.7581,29.51
496.0,97.0,1.8013,29.49
500.0,97.0,1.8396,29.48
504.0,97.0,1.8725,29.47
508.0,97.0,1.8996,29.47
512.0,97.0,1.9205,29.46
516.0,97.0,1.9348,29.46
520.0,97.0,1.9424,29.45
524.0,97.0,1.943,29.45
528.0,97.0,1.9367,29.46
532.0,97.0,1.9235,29.46
536.0,97.0,1.9037,29.46
540.0,97.0,1.8774,29.47
544.0,97.0,1.8451,29.48
548.0,97.0,1.8072,29.49
552.0,97.0,1.7641,29.5
556.0,97.0,1.7165,29.52
560.0,97.0,1.6648,29.53
564.0,97.0,1.6098,29.55
568.0,97.0,1.552,29.56
572.0,97.0,1.4919,29.58
576.0,97.0,1.4302,29.6
580.0,97.0,1.3675,29.62
584.0,97.0,1.3042,29.63
588.0,97.0,1.2408,29.65
592.0,97.0,1.1778,29.67
596.0,97.0,1.1155,29.69
600.0,97.0,1.0543,29.7
604.0,97.0,0.9945,29.72
608.0,97.0,0.9363,29.74
612.0,97.0,0.8799,29.75
616.0,97.0,0.8255,29.77
620.0,97.0,0.7732,29.78
624.0,97.0,0.7232,29.8
628.0,97.0,0.6753,29.81
632.0,97.0,0.6298,29.82
636.0,97.0,0.5866,29.83
640.0,97.0,0.5457,29.85
644.0,97.0,0.5071,29.86
648.0,97.0,0.4706,29.87
652.0,97.0,0.4364,29.88
656.0,97.0,0.4042,29.89
660.0,97.0,0.374,29.89
664.0,97.0,0.3458,29.9
668.0,97.0,0.3195,29.91
672.0,97.0,0.2949,29.92
676.0,97.0,0.272,29.92
680.0,97.0,0.2507,29.93
684.0,97.0,0.2309,29.94
688.0,97.0,0.2125,29.94
692.0,97.0,0.1955,29.94
696.0,97.0,0.1797,29.95
700.0,97.0,0.1651,29.95
704.0,97.0,0.1517,29.96
708.0,97.0,0.1392,29.96
712.0,97.0,0.1277,29.96
716.0,97.0,0.1171,29.97
720.0,97.0,0.1073,29.97
724.0,97.0,0.0983,29.97
728.0,97.0,0.0901,29.97
732.0,97.0,0.0825,29.98
736.0,97.0,0.0755,29.98
740.0,97.0,0.069,29.98
744.0,97.0,0.0631,29.98
748.0,97.0,0.0577,29.98
752.0,97.0,0.0528,29.99
756.0,97.0,0.0482,29.99
760.0,97.0,0.044,29.99
764.0,97.0,0.0402,29.99
768.0,97.0,0.0367,29.99
772.0,97.0,0.0335,29.99
776.0,97.0,0.0306,29.99
780.0,97.0,0.0279,29.99
784.0,97.0,0.0254,29.99
788.0,97.0,0.0232,29.99
792.0,97.0,0.0212,29.99
796.0,97.0,0.0193,29.99
0.0,100.0,0.0004,30.0
4.0,100.0,0.0005,30.0
8.0,100.0,0.0005,30.0
12.0,100.0,0.0006,30.0
16.0,100.0,0.0006,30.0
20.0,100.0,0.0007,30.0
24.0,100.0,0.0007,30.0
28.0,100.0,0.0008,30.0
32.0,100.0,0.0009,30.0
36.0,100.0,0.0009,30.0
40.0,100.0,0.001,30.0
44.0,100.0,0.0011,30.0
48.0,100.0,0.0012,30.0
52.0,100.0,0.0013,30.0
56.0,100.0,0.0014,30.0
60.0,100.0,0.0016,30.0
64.0,100.0,0.0017,30.0
68.0,100.0,0.0018,30.0
72.0,100.0,0.002,30.0
76.0,100.0,0.0022,30.0
80.0,100.0,0.0023,30.0
84.0,100.0,0.0025,30.0
88.0,100.0,0.0028,30.0
92.0,100.0,0.003,30.0
96.0,100.0,0.0032,30.0
100.0,100.0,0.0035,30.0
104.0,100.0,0.0038,30.0
108.0,100.0,0.0041,30.0
112.0,100.0,0.0044,30.0
116.0,100.0,0.0048,30.0
120.0,100.0,0.0052,30.0
124.0,100.0,0.0056,30.0
128.0,100.0,0.0061,30.0
132.0,100.0,0.0065,30.0
136.0,100.0,0.0071,30.0
140.0,100.0,0.0076,30.0
144.0,100.0,0.0082,30.0
148.0,100.0,0.0089,30.0
152.0,100.0,0.0095,30.0
156.0,100.0,0.0103,30.0
160.0,100.0,0.0111,30.0
164.0,100.0,0.0119,30.0
168.0,100.0,0.0128,30.0
172.0,100.0,0.0138,30.0
176.0,100.0,0.0148,30.0
180.0,100.0,0.0159,30.0
184.0,100.0,0.0171,30.0
188.0,100.0,0.0184,29.99
192.0,100.0,0.0197,29.99
196.0,100.0,0.0212,29.99
200.0,100.0,0.0227,29.99
204.0,100.0,0.0243,29.99
208.0,100.0,0.0261,29.99
212.0,100.0,0.0279,29.99
216.0,100.0,0.0299,29.99
220.0,100.0,0.032,29.99
224.0,100.0,0.0342,29.99
228.0,100.0,0.0366,29.99
232.0,100.0,0.0391,29.99
236.0,100.0,0.0418,29.99
240.0,100.0,0.0446,29.99
244.0,100.0,0.0477,29.99
248.0,100.0,0.0509,29.99
252.0,100.0,0.0543,29.98
256.0,100.0,0.0579,29.98
260.0,100.0,0.0618,29.98
264.0,100.0,0.0659,29.98
268.0,100.0,0.0702,29.98
272.0,100.0,0.0749,29.98
276.0,100.0,0.0798,29.98
280.0,100.0,0.085,29.98
284.0,100.0,0.0905,29.97
288.0,100.0,0.0965,29.97
292.0,100.0,0.1027,29.97
296.0,100.0,0.1094,29.97
300.0,100.0,0.1166,29.97
304.0,100.0,0.1242,29.97
308.0,100.0,0.1323,29.96
312.0,100.0,0.1409,29.96
316.0,100.0,0.1501,29.96
320.0,100.0,0.16,29.95
324.0,100.0,0.1705,29.95
328.0,100.0,0.1817,29.95
332.0,100.0,0.1937,29.95
336.0,100.0,0.2066,29.94
340.0,100.0,0.2203,29.94
344.0,100.0,0.2351,29.93
348.0,100.0,0.2508,29.93
352.0,100.0,0.2677,29.92
356.0,100.0,0.2858,29.92
360.0,100.0,0.3051,29.91
364.0,100.0,0.3258,29.91
368.0,100.0,0.348,29.9
372.0,100.0,0.3718,29.9
376.0,100.0,0.3971,29.89
380.0,100.0,0.4243,29.88
384.0,100.0,0.4533,29.87
388.0,100.0,0.4842,29.86
392.0,100.0,0.5172,29.85
396.0,100.0,0.5523,29.84
400.0,100.0,0.5897,29.83
404.0,100.0,0.6294,29.82
408.0,100.0,0.6714,29.81
412.0,100.0,0.7159,29.8
416.0,100.0,0.7628,29.79
420.0,100.0,0.8123,29.77
424.0,100.0,0.8642,29.76
428.0,100.0,0.9186,29.74
432.0,100.0,0.9754,29.73
436.0,100.0,1.0345,29.71
440.0,100.0,1.0958,29.69
444.0,100.0,1.159,29.67
448.0,100.0,1.224,29.66
452.0,100.0,1.2905,29.64
456.0,100.0,1.3581,29.62
460.0,100.0,1.4264,29.6
464.0,100.0,1.495,29.58
468.0,100.0,1.5634,29.56
472.0,100.0,1.631,29.54
476.0,100.0,1.6973,29.52
480.0,100.0,1.7615,29.5
484.0,100.0,1.8231,29.49
488.0,100.0,1.8812,29.47
492.0,100.0,1.9352,29.46
496.0,100.0,1.9845,29.44
500.0,100.0,2.0282,29.43
504.0,100.0,2.066,29.42
508.0,100.0,2.097,29.41
512.0,100.0,2.121,29.4
516.0,100.0,2.1375,29.4
