x,y,intensidad,temperatura_real_C
508.0,0.0,0.063,29.97
512.0,0.0,0.0633,29.97
516.0,0.0,0.0635,29.97
520.0,0.0,0.0636,29.97
524.0,0.0,0.0636,29.97
528.0,0.0,0.0635,29.97
532.0,0.0,0.0633,29.97
536.0,0.0,0.063,29.97
540.0,0.0,0.0626,29.97
544.0,0.0,0.0621,29.97
548.0,0.0,0.0615,29.97
552.0,0.0,0.0608,29.97
556.0,0.0,0.0601,29.97
560.0,0.0,0.0592,29.97
564.0,0.0,0.0583,29.97
568.0,0.0,0.0573,29.97
572.0,0.0,0.0562,29.97
576.0,0.0,0.0551,29.98
580.0,0.0,0.0539,29.98
584.0,0.0,0.0526,29.98
588.0,0.0,0.0513,29.98
592.0,0.0,0.05,29.98
596.0,0.0,0.0486,29.98
600.0,0.0,0.0472,29.98
604.0,0.0,0.0458,29.98
608.0,0.0,0.0443,29.98
612.0,0.0,0.0429,29.98
616.0,0.0,0.0414,29.98
620.0,0.0,0.0399,29.98
624.0,0.0,0.0385,29.98
628.0,0.0,0.037,29.98
632.0,0.0,0.0355,29.98
636.0,0.0,0.0341,29.98
640.0,0.0,0.0327,29.99
644.0,0.0,0.0313,29.99
648.0,0.0,0.0299,29.99
652.0,0.0,0.0286,29.99
656.0,0.0,0.0272,29.99
660.0,0.0,0.026,29.99
664.0,0.0,0.0247,29.99
668.0,0.0,0.0235,29.99
672.0,0.0,0.0223,29.99
676.0,0.0,0.0212,29.99
680.0,0.0,0.0201,29.99
684.0,0.0,0.019,29.99
688.0,0.0,0.018,29.99
692.0,0.0,0.017,29.99
696.0,0.0,0.016,29.99
700.0,0.0,0.0151,29.99
704.0,0.0,0.0143,29.99
708.0,0.0,0.0134,29.99
712.0,0.0,0.0127,29.99
716.0,0.0,0.0119,29.99
720.0,0.0,0.0112,29.99
724.0,0.0,0.0105,30.0
728.0,0.0,0.0098,30.0
732.0,0.0,0.0092,30.0
736.0,0.0,0.0086,30.0
740.0,0.0,0.0081,30.0
744.0,0.0,0.0076,30.0
748.0,0.0,0.0071,30.0
752.0,0.0,0.0066,30.0
756.0,0.0,0.0062,30.0
760.0,0.0,0.0058,30.0
764.0,0.0,0.0054,30.0
768.0,0.0,0.005,30.0
772.0,0.0,0.0047,30.0
776.0,0.0,0.0043,30.0
780.0,0.0,0.004,30.0
784.0,0.0,0.0038,30.0
788.0,0.0,0.0035,30.0
792.0,0.0,0.0032,30.0
796.0,0.0,0.003,30.0
0.0,3.0,1e-04,30.0
4.0,3.0,1e-04,30.0
8.0,3.0,1e-04,30.0
12.0,3.0,1e-04,30.0
16.0,3.0,1e-04,30.0
20.0,3.0,1e-04,30.0
24.0,3.0,1e-04,30.0
28.0,3.0,1e-04,30.0
32.0,3.0,1e-04,30.0
36.0,3.0,1e-04,30.0
40.0,3.0,1e-04,30.0
44.0,3.0,0.0002,30.0
48.0,3.0,0.0002,30.0
52.0,3.0,0.0002,30.0
56.0,3.0,0.0002,30.0
60.0,3.0,0.0002,30.0
64.0,3.0,0.0002,30.0
68.0,3.0,0.0002,30.0
72.0,3.0,0.0003,30.0
76.0,3.0,0.0003,30.0
80.0,3.0,0.0003,30.0
84.0,3.0,0.0003,30.0
88.0,3.0,0.0004,30.0
92.0,3.0,0.0004,30.0
96.0,3.0,0.0004,30.0
100.0,3.0,0.0004,30.0
104.0,3.0,0.0005,30.0
108.0,3.0,0.0005,30.0
112.0,3.0,0.0005,30.0
116.0,3.0,0.0006,30.0
120.0,3.0,0.0006,30.0
124.0,3.0,0.0007,30.0
128.0,3.0,0.0007,30.0
132.0,3.0,0.0008,30.0
136.0,3.0,0.0008,30.0
140.0,3.0,0.0009,30.0
144.0,3.0,0.0009,30.0
148.0,3.0,0.001,30.0
152.0,3.0,0.001,30.0
156.0,3.0,0.0011,30.0
160.0,3.0,0.0012,30.0
164.0,3.0,0.0013,30.0
168.0,3.0,0.0014,30.0
172.0,3.0,0.0015,30.0
176.0,3.0,0.0016,30.0
180.0,3.0,0.0017,30.0
184.0,3.0,0.0018,30.0
188.0,3.0,0.0019,30.0
192.0,3.0,0.002,30.0
196.0,3.0,0.0021,30.0
200.0,3.0,0.0023,30.0
204.0,3.0,0.0024,30.0
208.0,3.0,0.0026,30.0
212.0,3.0,0.0027,30.0
216.0,3.0,0.0029,30.0
220.0,3.0,0.0031,30.0
224.0,3.0,0.0033,30.0
228.0,3.0,0.0035,30.0
232.0,3.0,0.0037,30.0
236.0,3.0,0.0039,30.0
240.0,3.0,0.0042,30.0
244.0,3.0,0.0045,30.0
248.0,3.0,0.0047,30.0
252.0,3.0,0.005,30.0
256.0,3.0,0.0053,30.0
260.0,3.0,0.0057,30.0
264.0,3.0,0.006,30.0
268.0,3.0,0.0064,30.0
272.0,3.0,0.0067,30.0
276.0,3.0,0.0072,30.0
280.0,3.0,0.0076,30.0
284.0,3.0,0.008,30.0
288.0,3.0,0.0085,30.0
292.0,3.0,0.009,30.0
296.0,3.0,0.0095,30.0
300.0,3.0,0.0101,30.0
304.0,3.0,0.0107,30.0
308.0,3.0,0.0113,29.99
312.0,3.0,0.0119,29.99
316.0,3.0,0.0126,29.99
320.0,3.0,0.0133,29.99
324.0,3.0,0.0141,29.99
328.0,3.0,0.0148,29.99
332.0,3.0,0.0156,29.99
336.0,3.0,0.0165,29.99
340.0,3.0,0.0174,29.99
344.0,3.0,0.0183,29.99
348.0,3.0,0.0193,29.99
352.0,3.0,0.0203,29.99
356.0,3.0,0.0213,29.99
360.0,3.0,0.0224,29.99
364.0,3.0,0.0235,29.99
368.0,3.0,0.0247,29.99
372.0,3.0,0.0259,29.99
376.0,3.0,0.0272,29.99
380.0,3.0,0.0284,29.99
384.0,3.0,0.0298,29.99
388.0,3.0,0.0311,29.99
392.0,3.0,0.0325,29.99
396.0,3.0,0.0339,29.98
400.0,3.0,0.0354,29.98
404.0,3.0,0.0368,29.98
408.0,3.0,0.0383,29.98
412.0,3.0,0.0399,29.98
416.0,3.0,0.0414,29.98
420.0,3.0,0.043,29.98
424.0,3.0,0.0445,29.98
428.0,3.0,0.0461,29.98
432.0,3.0,0.0477,29.98
436.0,3.0,0.0492,29.98
440.0,3.0,0.0508,29.98
444.0,3.0,0.0523,29.98
448.0,3.0,0.0538,29.98
452.0,3.0,0.0553,29.98
456.0,3.0,0.0568,29.97
460.0,3.0,0.0582,29.97
464.0,3.0,0.0595,29.97
468.0,3.0,0.0608,29.97
472.0,3.0,0.0621,29.97
476.0,3.0,0.0632,29.97
480.0,3.0,0.0643,29.97
484.0,3.0,0.0654,29.97
488.0,3.0,0.0663,29.97
492.0,3.0,0.0672,29.97
496.0,3.0,0.0679,29.97
500.0,3.0,0.0686,29.97
504.0,3.0,0.0691,29.97
508.0,3.0,0.0696,29.97
512.0,3.0,0.0699,29.97
516.0,3.0,0.0702,29.97
520.0,3.0,0.0703,29.97
524.0,3.0,0.0703,29.97
528.0,3.0,0.0702,29.97
532.0,3.0,0.0699,29.97
536.0,3.0,0.0696,29.97
540.0,3.0,0.0692,29.97
544.0,3.0,0.0686,29.97
548.0,3.0,0.0679,29.97
552.0,3.0,0.0672,29.97
556.0,3.0,0.0663,29.97
560.0,3.0,0.0654,29.97
564.0,3.0,0.0643,29.97
568.0,3.0,0.0632,29.97
572.0,3.0,0.062,29.97
576.0,3.0,0.0607,29.97
580.0,3.0,0.0594,29.97
584.0,3.0,0.058,29.97
588.0,3.0,0.0565,29.97
592.0,3.0,0.055,29.98
596.0,3.0,0.0535,29.98
600.0,3.0,0.0519,29.98
604.0,3.0,0.0503,29.98
608.0,3.0,0.0487,29.98
612.0,3.0,0.0471,29.98
616.0,3.0,0.0455,29.98
620.0,3.0,0.0438,29.98
624.0,3.0,0.0422,29.98
628.0,3.0,0.0406,29.98
632.0,3.0,0.0389,29.98
636.0,3.0,0.0373,29.98
640.0,3.0,0.0358,29.98
644.0,3.0,0.0342,29.98
648.0,3.0,0.0327,29.99
652.0,3.0,0.0312,29.99
656.0,3.0,0.0297,29.99
660.0,3.0,0.0283,29.99
664.0,3.0,0.0269,29.99
668.0,3.0,0.0256,29.99
672.0,3.0,0.0243,29.99
676.0,3.0,0.023,29.99
680.0,3.0,0.0218,29.99
684.0,3.0,0.0207,29.99
688.0,3.0,0.0195,29.99
692.0,3.0,0.0184,29.99
696.0,3.0,0.0174,29.99
700.0,3.0,0.0164,29.99
704.0,3.0,0.0155,29.99
708.0,3.0,0.0146,29.99
712.0,3.0,0.0137,29.99
716.0,3.0,0.0129,29.99
720.0,3.0,0.0121,29.99
724.0,3.0,0.0113,29.99
728.0,3.0,0.0106,30.0
732.0,3.0,0.01,30.0
736.0,3.0,0.0093,30.0
740.0,3.0,0.0087,30.0
744.0,3.0,0.0082,30.0
748.0,3.0,0.0076,30.0
752.0,3.0,0.0071,30.0
756.0,3.0,0.0066,30.0
760.0,3.0,0.0062,30.0
764.0,3.0,0.0058,30.0
768.0,3.0,0.0054,30.0
772.0,3.0,0.005,30.0
776.0,3.0,0.0046,30.0
780.0,3.0,0.0043,30.0
784.0,3.0,0.004,30.0
788.0,3.0,0.0037,30.0
792.0,3.0,0.0035,30.0
796.0,3.0,0.0032,30.0
0.0,6.1,1e-04,30.0
4.0,6.1,1e-04,30.0
8.0,6.1,1e-04,30.0
12.0,6.1,1e-04,30.0
16.0,6.1,1e-04,30.0
20.0,6.1,1e-04,30.0
24.0,6.1,1e-04,30.0
28.0,6.1,1e-04,30.0
32.0,6.1,1e-04,30.0
36.0,6.1,1e-04,30.0
40.0,6.1,0.0002,30.0
44.0,6.1,0.0002,30.0
48.0,6.1,0.0002,30.0
52.0,6.1,0.0002,30.0
56.0,6.1,0.0002,30.0
60.0,6.1,0.0002,30.0
64.0,6.1,0.0002,30.0
68.0,6.1,0.0003,30.0
72.0,6.1,0.0003,30.0
76.0,6.1,0.0003,30.0
80.0,6.1,0.0003,30.0
84.0,6.1,0.0004,30.0
88.0,6.1,0.0004,30.0
92.0,6.1,0.0004,30.0
96.0,6.1,0.0004,30.0
100.0,6.1,0.0005,30.0
104.0,6.1,0.0005,30.0
108.0,6.1,0.0005,30.0
112.0,6.1,0.0006,30.0
116.0,6.1,0.0006,30.0
120.0,6.1,0.0007,30.0
124.0,6.1,0.0007,30.0
128.0,6.1,0.0008,30.0
132.0,6.1,0.0008,30.0
136.0,6.1,0.0009,30.0
140.0,6.1,0.0009,30.0
144.0,6.1,0.001,30.0
148.0,6.1,0.0011,30.0
152.0,6.1,0.0011,30.0
156.0,6.1,0.0012,30.0
160.0,6.1,0.0013,30.0
164.0,6.1,0.0014,30.0
168.0,6.1,0.0015,30.0
172.0,6.1,0.0016,30.0
176.0,6.1,0.0017,30.0
180.0,6.1,0.0018,30.0
184.0,6.1,0.0019,30.0
188.0,6.1,0.002,30.0
192.0,6.1,0.0022,30.0
196.0,6.1,0.0023,30.0
200.0,6.1,0.0024,30.0
204.0,6.1,0.0026,30.0
208.0,6.1,0.0028,30.0
212.0,6.1,0.0029,30.0
216.0,6.1,0.0031,30.0
220.0,6.1,0.0033,30.0
224.0,6.1,0.0035,30.0
228.0,6.1,0.0038,30.0
232.0,6.1,0.004,30.0
236.0,6.1,0.0043,30.0
240.0,6.1,0.0045,30.0
244.0,6.1,0.0048,30.0
248.0,6.1,0.0051,30.0
252.0,6.1,0.0054,30.0
256.0,6.1,0.0058,30.0
260.0,6.1,0.0061,30.0
264.0,6.1,0.0065,30.0
268.0,6.1,0.0069,30.0
272.0,6.1,0.0073,30.0
276.0,6.1,0.0077,30.0
280.0,6.1,0.0082,30.0
284.0,6.1,0.0087,30.0
288.0,6.1,0.0092,30.0
292.0,6.1,0.0097,30.0
296.0,6.1,0.0103,30.0
300.0,6.1,0.0109,30.0
304.0,6.1,0.0116,29.99
308.0,6.1,0.0122,29.99
312.0,6.1,0.0129,29.99
316.0,6.1,0.0137,29.99
320.0,6.1,0.0144,29.99
324.0,6.1,0.0152,29.99
328.0,6.1,0.0161,29.99
332.0,6.1,0.017,29.99
336.0,6.1,0.0179,29.99
340.0,6.1,0.0189,29.99
344.0,6.1,0.0199,29.99
348.0,6.1,0.021,29.99
352.0,6.1,0.0221,29.99
356.0,6.1,0.0232,29.99
360.0,6.1,0.0244,29.99
364.0,6.1,0.0256,29.99
368.0,6.1,0.0269,29.99
372.0,6.1,0.0282,29.99
376.0,6.1,0.0296,29.99
380.0,6.1,0.031,29.99
384.0,6.1,0.0325,29.99
388.0,6.1,0.034,29.98
392.0,6.1,0.0355,29.98
396.0,6.1,0.0371,29.98
400.0,6.1,0.0387,29.98
404.0,6.1,0.0403,29.98
408.0,6.1,0.042,29.98
412.0,6.1,0.0437,29.98
416.0,6.1,0.0454,29.98
420.0,6.1,0.0471,29.98
424.0,6.1,0.0488,29.98
428.0,6.1,0.0506,29.98
432.0,6.1,0.0523,29.98
436.0,6.1,0.0541,29.98
440.0,6.1,0.0558,29.98
444.0,6.1,0.0575,29.97
448.0,6.1,0.0592,29.97
452.0,6.1,0.0609,29.97
456.0,6.1,0.0625,29.97
460.0,6.1,0.0641,29.97
464.0,6.1,0.0656,29.97
468.0,6.1,0.067,29.97
472.0,6.1,0.0684,29.97
476.0,6.1,0.0697,29.97
480.0,6.1,0.071,29.97
484.0,6.1,0.0721,29.97
488.0,6.1,0.0732,29.97
492.0,6.1,0.0742,29.97
496.0,6.1,0.075,29.97
500.0,6.1,0.0757,29.97
504.0,6.1,0.0764,29.97
508.0,6.1,0.0769,29.97
512.0,6.1,0.0773,29.97
516.0,6.1,0.0775,29.97
520.0,6.1,0.0776,29.97
524.0,6.1,0.0777,29.97
528.0,6.1,0.0775,29.97
532.0,6.1,0.0773,29.97
536.0,6.1,0.0769,29.97
540.0,6.1,0.0764,29.97
544.0,6.1,0.0758,29.97
548.0,6.1,0.075,29.97
552.0,6.1,0.0742,29.97
556.0,6.1,0.0732,29.97
560.0,6.1,0.0721,29.97
564.0,6.1,0.071,29.97
568.0,6.1,0.0697,29.97
572.0,6.1,0.0684,29.97
576.0,6.1,0.0669,29.97
580.0,6.1,0.0654,29.97
584.0,6.1,0.0639,29.97
588.0,6.1,0.0622,29.97
592.0,6.1,0.0606,29.97
596.0,6.1,0.0589,29.97
600.0,6.1,0.0571,29.97
604.0,6.1,0.0553,29.98
608.0,6.1,0.0535,29.98
612.0,6.1,0.0517,29.98
616.0,6.1,0.0499,29.98
620.0,6.1,0.0481,29.98
624.0,6.1,0.0462,29.98
628.0,6.1,0.0444,29.98
632.0,6.1,0.0426,29.98
636.0,6.1,0.0409,29.98
640.0,6.1,0.0391,29.98
644.0,6.1,0.0374,29.98
648.0,6.1,0.0357,29.98
652.0,6.1,0.0341,29.98
656.0,6.1,0.0325,29.99
660.0,6.1,0.0309,29.99
664.0,6.1,0.0294,29.99
668.0,6.1,0.0279,29.99
672.0,6.1,0.0265,29.99
676.0,6.1,0.0251,29.99
680.0,6.1,0.0237,29.99
684.0,6.1,0.0224,29.99
688.0,6.1,0.0212,29.99
692.0,6.1,0.02,29.99
696.0,6.1,0.0189,29.99
700.0,6.1,0.0178,29.99
704.0,6.1,0.0167,29.99
708.0,6.1,0.0158,29.99
712.0,6.1,0.0148,29.99
716.0,6.1,0.0139,29.99
720.0,6.1,0.013,29.99
724.0,6.1,0.0122,29.99
728.0,6.1,0.0115,29.99
732.0,6.1,0.0107,30.0
736.0,6.1,0.01,30.0
740.0,6.1,0.0094,30.0
744.0,6.1,0.0088,30.0
748.0,6.1,0.0082,30.0
752.0,6.1,0.0076,30.0
756.0,6.1,0.0071,30.0
760.0,6.1,0.0066,30.0
764.0,6.1,0.0062,30.0
768.0,6.1,0.0058,30.0
772.0,6.1,0.0054,30.0
776.0,6.1,0.005,30.0
780.0,6.1,0.0046,30.0
784.0,6.1,0.0043,30.0
788.0,6.1,0.004,30.0
792.0,6.1,0.0037,30.0
796.0,6.1,0.0034,30.0
0.0,9.1,1e-04,30.0
4.0,9.1,1e-04,30.0
8.0,9.1,1e-04,30.0
12.0,9.1,1e-04,30.0
16.0,9.1,1e-04,30.0
20.0,9.1,1e-04,30.0
24.0,9.1,1e-04,30.0
28.0,9.1,1e-04,30.0
32.0,9.1,1e-04,30.0
36.0,9.1,0.0002,30.0
40.0,9.1,0.0002,30.0
44.0,9.1,0.0002,30.0
48.0,9.1,0.0002,30.0
52.0,9.1,0.0002,30.0
56.0,9.1,0.0002,30.0
60.0,9.1,0.0002,30.0
64.0,9.1,0.0003,30.0
68.0,9.1,0.0003,30.0
72.0,9.1,0.0003,30.0
76.0,9.1,0.0003,30.0
80.0,9.1,0.0004,30.0
84.0,9.1,0.0004,30.0
88.0,9.1,0.0004,30.0
92.0,9.1,0.0004,30.0
96.0,9.1,0.0005,30.0
100.0,9.1,0.0005,30.0
104.0,9.1,0.0005,30.0
108.0,9.1,0.0006,30.0
112.0,9.1,0.0006,30.0
116.0,9.1,0.0007,30.0
120.0,9.1,0.0007,30.0
124.0,9.1,0.0008,30.0
128.0,9.1,0.0008,30.0
132.0,9.1,0.0009,30.0
136.0,9.1,0.0009,30.0
140.0,9.1,0.001,30.0
144.0,9.1,0.0011,30.0
148.0,9.1,0.0011,30.0
152.0,9.1,0.0012,30.0
156.0,9.1,0.0013,30.0
160.0,9.1,0.0014,30.0
164.0,9.1,0.0015,30.0
168.0,9.1,0.0016,30.0
172.0,9.1,0.0017,30.0
176.0,9.1,0.0018,30.0
180.0,9.1,0.0019,30.0
184.0,9.1,0.002,30.0
188.0,9.1,0.0022,30.0
192.0,9.1,0.0023,30.0
196.0,9.1,0.0025,30.0
200.0,9.1,0.0026,30.0
204.0,9.1,0.0028,30.0
208.0,9.1,0.003,30.0
212.0,9.1,0.0032,30.0
216.0,9.1,0.0034,30.0
220.0,9.1,0.0036,30.0
224.0,9.1,0.0038,30.0
228.0,9.1,0.0041,30.0
232.0,9.1,0.0043,30.0
236.0,9.1,0.0046,30.0
240.0,9.1,0.0049,30.0
244.0,9.1,0.0052,30.0
248.0,9.1,0.0055,30.0
252.0,9.1,0.0059,30.0
256.0,9.1,0.0062,30.0
260.0,9.1,0.0066,30.0
264.0,9.1,0.007,30.0
268.0,9.1,0.0074,30.0
272.0,9.1,0.0079,30.0
276.0,9.1,0.0084,30.0
280.0,9.1,0.0089,30.0
284.0,9.1,0.0094,30.0
288.0,9.1,0.0099,30.0
292.0,9.1,0.0105,30.0
296.0,9.1,0.0112,30.0
300.0,9.1,0.0118,29.99
304.0,9.1,0.0125,29.99
308.0,9.1,0.0132,29.99
312.0,9.1,0.014,29.99
316.0,9.1,0.0148,29.99
320.0,9.1,0.0156,29.99
324.0,9.1,0.0165,29.99
328.0,9.1,0.0174,29.99
332.0,9.1,0.0184,29.99
336.0,9.1,0.0194,29.99
340.0,9.1,0.0205,29.99
344.0,9.1,0.0216,29.99
348.0,9.1,0.0228,29.99
352.0,9.1,0.024,29.99
356.0,9.1,0.0252,29.99
360.0,9.1,0.0265,29.99
364.0,9.1,0.0279,29.99
368.0,9.1,0.0293,29.99
372.0,9.1,0.0308,29.99
376.0,9.1,0.0323,29.99
380.0,9.1,0.0338,29.98
384.0,9.1,0.0354,29.98
388.0,9.1,0.0371,29.98
392.0,9.1,0.0388,29.98
396.0,9.1,0.0405,29.98
400.0,9.1,0.0423,29.98
404.0,9.1,0.0441,29.98
408.0,9.1,0.046,29.98
412.0,9.1,0.0478,29.98
416.0,9.1,0.0497,29.98
420.0,9.1,0.0516,29.98
424.0,9.1,0.0536,29.98
428.0,9.1,0.0555,29.98
432.0,9.1,0.0575,29.97
436.0,9.1,0.0594,29.97
440.0,9.1,0.0613,29.97
444.0,9.1,0.0632,29.97
448.0,9.1,0.0651,29.97
452.0,9.1,0.067,29.97
456.0,9.1,0.0688,29.97
460.0,9.1,0.0705,29.97
464.0,9.1,0.0722,29.97
468.0,9.1,0.0739,29.97
472.0,9.1,0.0754,29.97
476.0,9.1,0.0769,29.97
480.0,9.1,0.0783,29.96
484.0,9.1,0.0796,29.96
488.0,9.1,0.0808,29.96
492.0,9.1,0.0819,29.96
496.0,9.1,0.0828,29.96
500.0,9.1,0.0837,29.96
504.0,9.1,0.0844,29.96
508.0,9.1,0.0849,29.96
512.0,9.1,0.0854,29.96
516.0,9.1,0.0856,29.96
520.0,9.1,0.0858,29.96
524.0,9.1,0.0858,29.96
528.0,9.1,0.0857,29.96
532.0,9.1,0.0854,29.96
536.0,9.1,0.085,29.96
540.0,9.1,0.0844,29.96
544.0,9.1,0.0837,29.96
548.0,9.1,0.0829,29.96
552.0,9.1,0.0819,29.96
556.0,9.1,0.0808,29.96
560.0,9.1,0.0796,29.96
564.0,9.1,0.0783,29.96
568.0,9.1,0.0769,29.97
572.0,9.1,0.0754,29.97
576.0,9.1,0.0738,29.97
580.0,9.1,0.0721,29.97
584.0,9.1,0.0704,29.97
588.0,9.1,0.0685,29.97
592.0,9.1,0.0667,29.97
596.0,9.1,0.0648,29.97
600.0,9.1,0.0628,29.97
604.0,9.1,0.0608,29.97
608.0,9.1,0.0588,29.97
612.0,9.1,0.0568,29.97
616.0,9.1,0.0547,29.98
620.0,9.1,0.0527,29.98
624.0,9.1,0.0507,29.98
628.0,9.1,0.0487,29.98
632.0,9.1,0.0467,29.98
636.0,9.1,0.0447,29.98
640.0,9.1,0.0428,29.98
644.0,9.1,0.0409,29.98
648.0,9.1,0.039,29.98
652.0,9.1,0.0372,29.98
656.0,9.1,0.0354,29.98
660.0,9.1,0.0337,29.98
664.0,9.1,0.032,29.99
668.0,9.1,0.0304,29.99
672.0,9.1,0.0288,29.99
676.0,9.1,0.0273,29.99
680.0,9.1,0.0258,29.99
684.0,9.1,0.0244,29.99
688.0,9.1,0.023,29.99
692.0,9.1,0.0217,29.99
696.0,9.1,0.0205,29.99
700.0,9.1,0.0193,29.99
704.0,9.1,0.0181,29.99
708.0,9.1,0.017,29.99
712.0,9.1,0.016,29.99
716.0,9.1,0.015,29.99
720.0,9.1,0.0141,29.99
724.0,9.1,0.0132,29.99
728.0,9.1,0.0124,29.99
732.0,9.1,0.0116,29.99
736.0,9.1,0.0108,30.0
740.0,9.1,0.0101,30.0
744.0,9.1,0.0094,30.0
748.0,9.1,0.0088,30.0
752.0,9.1,0.0082,30.0
756.0,9.1,0.0076,30.0
760.0,9.1,0.0071,30.0
764.0,9.1,0.0066,30.0
768.0,9.1,0.0062,30.0
772.0,9.1,0.0057,30.0
776.0,9.1,0.0053,30.0
780.0,9.1,0.005,30.0
784.0,9.1,0.0046,30.0
788.0,9.1,0.0043,30.0
792.0,9.1,0.004,30.0
796.0,9.1,0.0037,30.0
0.0,12.1,1e-04,30.0
4.0,12.1,1e-04,30.0
8.0,12.1,1e-04,30.0
12.0,12.1,1e-04,30.0
16.0,12.1,1e-04,30.0
20.0,12.1,1e-04,30.0
24.0,12.1,1e-04,30.0
28.0,12.1,1e-04,30.0
32.0,12.1,0.0002,30.0
36.0,12.1,0.0002,30.0
40.0,12.1,0.0002,30.0
44.0,12.1,0.0002,30.0
48.0,12.1,0.0002,30.0
52.0,12.1,0.0002,30.0
56.0,12.1,0.0002,30.0
60.0,12.1,0.0003,30.0
64.0,12.1,0.0003,30.0
68.0,12.1,0.0003,30.0
72.0,12.1,0.0003,30.0
76.0,12.1,0.0004,30.0
80.0,12.1,0.0004,30.0
84.0,12.1,0.0004,30.0
88.0,12.1,0.0004,30.0
92.0,12.1,0.0005,30.0
96.0,12.1,0.0005,30.0
